bnum	seqid	name	start	stop	strand	length	PID	description	operon_id	type
307	b0307	ykgF	321562	322989	+	476	1786498	orf, hypothetical protein	183	ORF
308	b0308	ykgG	322829	323677	+	283	1786499	putative transporter	183	ORF
309	b0309	b0309	323632	323844	-	71	1786500	orf, hypothetical protein	184	ORF
310	b0310	ykgH	323920	324588	-	223	1786502	orf, hypothetical protein	185	ORF
311	b0311	betA	324801	326471	-	557	1786503	choline dehydrogenase, a flavoprotein	186	ORF
312	b0312	betB	326485	327957	-	491	1786504	NAD+-dependent betaine aldehyde dehydrogenase	186	ORF
313	b0313	betI	327971	328558	-	196	1786505	probably transcriptional repressor of bet genes	186	ORF
314	b0314	betT	328687	330720	+	678	1786506	high-affinity choline transport	187	ORF
315	b0315	yahA	331595	332683	+	363	1786507	orf, hypothetical protein	188	ORF
316	b0316	yahB	332725	333657	-	311	1786508	putative transcriptional regulator LYSR-type	189	ORF
317	b0317	yahC	333749	334246	-	166	1786509	orf, hypothetical protein	190	ORF
318	b0318	yahD	334504	335109	+	202	1786511	putative transcription factor	191	ORF
319	b0319	yahE	335149	336012	+	288	1786512	orf, hypothetical protein	191	ORF
320	b0320	yahF	336002	337549	+	516	1786513	putative oxidoreductase subunit	191	ORF
321	b0321	yahG	337549	338967	+	473	1786514	orf, hypothetical protein	191	ORF
322	b0322	yahH	338993	339313	+	107	1786515	orf, hypothetical protein	191	ORF
323	b0323	yahI	339389	340339	+	317	1786516	putative kinase (EC 2.7.2.2).	192	ORF
324	b0324	yahJ	340349	341731	+	461	1786517	putative deaminase	192	ORF
325	b0325	yahK	342108	343157	+	350	1786518	putative oxidoreductase	193	ORF
326	b0326	yahL	343400	344215	+	272	1786519	orf, hypothetical protein	194	ORF
327	b0327	yahM	344598	344873	+	92	1786521	orf, hypothetical protein	195	ORF
328	b0328	yahN	344890	345561	-	224	1786522	putative cytochrome subunit of dehydrogenase	196	ORF
329	b0329	yahO	345708	345983	+	92	1786523	orf, hypothetical protein	197	ORF
330	b0330	prpR	346081	347667	-	529	1786524	regulator for prp operon	198	ORF
331	b0331	prpB	347906	348796	+	297	1786525	putative phosphonomutase 2	199	ORF
332	b0332	b0332	348742	349188	-	149	1786526	orf, hypothetical protein	200	ORF
333	b0333	prpC	349236	350405	+	390	1786527	putative citrate synthase; propionate metabolism?	201	ORF
334	b0334	prpD	350439	351890	+	484	1786528	orf, hypothetical protein	201	ORF
335	b0335	prpE	351930	353816	+	629	1786529	putative propionyl-CoA synthetase	201	ORF
336	b0336	codB	354146	355405	+	420	1786530	cytosine permease/transport	202	ORF
337	b0337	codA	355395	356678	+	428	1786531	cytosine deaminase	202	ORF
338	b0338	cynR	357015	357914	-	300	1786533	cyn operon positive regulator	203	ORF
339	b0339	cynT	358023	358682	+	220	1786534	carbonic anhydrase	204	ORF
340	b0340	cynS	358713	359183	+	157	1786535	cyanate aminohydrolase, cyanase	204	ORF
341	b0341	cynX	359216	360370	+	385	1786536	cyanate transport	204	ORF
342	b0342	lacA	360473	361084	-	204	1786537	thiogalactoside acetyltransferase	205	ORF
343	b0343	lacY	361150	362403	-	418	1786538	galactoside permease (M protein)	205	ORF
344	b0344	lacZ	362455	365529	-	1025	1786539	beta-D-galactosidase	205	ORF
345	b0345	lacI	365652	366734	-	361	1786540	transcriptional repressor of the lac operon	206	ORF
346	b0346	mhpR	366811	367758	-	316	1786541	transcriptional regulator for mhp operon	207	ORF
347	b0347	mhpA	367835	369499	+	555	1786543	3-(3-hydroxyphenyl)propionate hydroxylase	208	ORF
348	b0348	mhpB	369501	370445	+	315	1786544	2,3-dihydroxyphenylpropionate 1,2-dioxygenase	208	ORF
349	b0349	mhpC	370400	371329	+	310	1786545	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	208	ORF
350	b0350	mhpD	371333	372148	+	272	1786546	2-keto-4-pentenoate hydratase	208	ORF
351	b0351	mhpF	372145	373095	+	317	1786547	acetaldehyde dehydrogenase	208	ORF
352	b0352	mhpE	373092	374105	+	338	1786548	4-hydroxy-2-ketovalerate aldolase	208	ORF
353	b0353	mhpT	374638	375894	+	419	1786549	putative transport protein	209	ORF
354	b0354	yaiL	375879	376535	+	219	1786550	nucleoprotein/polynucleotide-associated enzyme	209	ORF
355	b0355	yaiM	376759	377592	-	278	1786551	putative esterase (EC 3.1.1.1)	210	ORF
356	b0356	adhC	377686	378795	-	370	1786552	alcohol dehydrogenase class III; formaldehyde dehydrogenase, glutathione-dependent	211	ORF
357	b0357	yaiN	378830	379126	-	99	1786553	putative alpha helix chain	211	ORF
358	b0358	yaiO	379293	380066	-	258	1786555	orf, hypothetical protein	212	ORF
359	b0359	b0359	380068	380511	-	148	1786556	putative transferase	212	ORF
360	b0360	yi21_1	380530	380940	+	137	1786557	IS2 hypothetical protein	213	ORF
361	b0361	yi22_1	380898	381803	+	302	1786558	IS2 hypothetical protein	213	ORF
362	b0362	b0362	381728	382114	-	129	1786559	orf, hypothetical protein	214	ORF
363	b0363	yaiP	381963	383159	-	399	1786560	polysaccharide metabolism	214	ORF
364	b0364	yaiS	383283	383693	-	137	1786561	orf, hypothetical protein	215	ORF
365	b0365	tauA	384399	385418	+	340	1786562	taurine transport system periplasmic protein	216	ORF
366	b0366	tauB	385431	386198	+	256	1786563	taurine ATP-binding component of a transport system	216	ORF
367	b0367	tauC	386195	387022	+	276	1786564	taurine transport system permease protein	216	ORF
368	b0368	tauD	387019	387870	+	284	1786565	taurine dioxygenase, 2-oxoglutarate-dependent	216	ORF
369	b0369	hemB	387977	388984	-	336	1786566	5-aminolevulinate dehydratase = porphobilinogen synthase	217	ORF
370	b0370	b0370	389121	389390	-	90	1786567	orf, hypothetical protein	218	ORF
371	b0371	yaiT	389475	390935	+	487	1786569	orf, hypothetical protein	219	ORF
372	b0372	tra5_1	390963	391829	-	289	1786570	IS3 putative transposase	220	ORF
373	b0373	b0373	391826	392134	-	103	1786571	putative factor	220	ORF
374	b0374	yaiU	392239	393642	+	468	1786572	putative flagellin structural protein	221	ORF
375	b0375	yaiV	393685	394353	+	223	1786573	orf, hypothetical protein	221	ORF
376	b0376	yaiH	394354	395511	-	386	1786574	putative enzyme	222	ORF
377	b0377	sbmA	395863	397083	+	407	1786575	sensitivity to microcin B17, possibly envelop protein	223	ORF
378	b0378	yaiW	397096	398190	+	365	1786576	orf, hypothetical protein	223	ORF
379	b0379	b0379	398249	398557	-	103	1786577	orf, hypothetical protein	224	ORF
380	b0380	b0380	398685	399029	+	115	1786578	orf, hypothetical protein	225	ORF
381	b0381	ddlA	399053	400147	-	365	1786579	D-alanine-D-alanine ligase A	226	ORF
382	b0382	yaiB	400610	400870	+	87	1786581	orf, hypothetical protein	227	ORF
383	b0383	phoA	400902	402386	+	495	1786582	alkaline phosphatase	228	ORF
384	b0384	psiF	402487	402825	+	113	1786583	induced by phosphate starvation	229	ORF
385	b0385	yaiC	402927	404042	+	372	1786584	orf, hypothetical protein	230	ORF
386	b0386	proC	404059	404868	-	270	1786585	pyrroline-5-carboxylate reductase	231	ORF
387	b0387	yaiI	404868	405446	+	193	1786586	orf, hypothetical protein	232	ORF
388	b0388	aroL	405629	406153	+	175	1786587	shikimate kinase II	233	ORF
389	b0389	yaiA	406203	406394	+	64	1786588	orf, hypothetical protein	233	ORF
390	b0390	aroM	406652	407329	+	226	1786589	protein of aro operon, regulated by aroR	233	ORF
391	b0391	yaiE	407401	407685	+	95	1786590	orf, hypothetical protein	234	ORF
392	b0392	b0392	407893	408174	+	94	1786591	orf, hypothetical protein	235	ORF
393	b0393	yaiD	408332	409243	-	304	1786592	orf, hypothetical protein	236	ORF
394	b0394	yajF	409230	410276	+	349	1786593	possible NAGC-like transcriptional regulator	237	ORF
395	b0395	b0395	410255	410497	+	81	1786594	orf, hypothetical protein	237	ORF
396	b0396	araJ	410521	411705	-	395	1786595	involved in either transport or processing of arabinose polymers	238	ORF
397	b0397	sbcC	411831	414977	-	1049	1786597	ATP-dependent dsDNA exonuclease	239	ORF
398	b0398	sbcD	414974	416176	-	401	1786598	ATP-dependent dsDNA exonuclease	239	ORF
399	b0399	phoB	416366	417055	+	230	1786599	positive response regulator for pho regulon, sensor is PhoR (or CreC)	240	ORF
400	b0400	phoR	417113	418408	+	432	1786600	positive and negative sensor protein for pho regulon	240	ORF
401	b0401	brnQ	418815	420134	+	440	1786601	branched chain amino acid transport system II carrier protein	241	ORF
402	b0402	proY	420210	421583	+	458	1786602	proline permease transport protein	242	ORF
403	b0403	malZ	421739	423556	+	606	1786604	maltodextrin glucosidase	243	ORF
404	b0404	yajB	423561	424142	-	194	1786605	putative glycoprotein	244	ORF
405	b0405	queA	424235	425305	+	357	1786606	synthesis of queuine in tRNA; probably S-adenosylmethionine:tRNA ribosyltransferase-isomerase	245	ORF
406	b0406	tgt	425361	426488	+	376	1786607	tRNA-guanine transglycosylase	245	ORF
407	b0407	yajC	426511	426843	+	111	1786608	orf, hypothetical protein	245	ORF
408	b0408	secD	426871	428718	+	616	1786609	protein secretion; membrane protein, part of the channel	245	ORF
409	b0409	secF	428729	429700	+	324	1786610	protein secretion, membrane protein	245	ORF
410	b0410	yajD	429829	430176	+	116	1786611	orf, hypothetical protein	246	ORF
411	b0411	tsx	430353	431237	-	295	1786612	nucleoside channel; receptor of phage T6 and colicin K	247	ORF
412	b0412	yajI	431536	432135	-	200	1786613	orf, hypothetical protein	248	ORF
413	b0413	ybaD	432226	432675	+	150	1786615	orf, hypothetical protein	249	ORF
414	b0414	ribD	432679	433782	+	368	1786616	bifunctional pyrimidine deaminase/reductase in pathway of riboflavin synthesis	249	ORF
415	b0415	ribH	433871	434341	+	157	1786617	riboflavin synthase, beta chain	249	ORF
416	b0416	nusB	434361	434780	+	140	1786618	transcription termination; L factor	249	ORF
417	b0417	thiL	434858	435835	+	326	1786619	thiamin-monophosphate kinase	250	ORF
418	b0418	pgpA	435813	436331	+	173	1786620	phosphatidylglycerophosphatase	250	ORF
419	b0419	yajO	436385	437431	-	349	1786621	putative NAD(P)H-dependent xylose reductase	251	ORF
420	b0420	dxs	437539	439401	-	621	1786622	1-deoxyxylulose-5-phosphate synthase; flavoprotein	252	ORF
421	b0421	ispA	439426	440325	-	300	1786623	geranyltranstransferase (farnesyldiphosphate synthase)	253	ORF
422	b0422	xseB	440325	440567	-	81	1786624	exonuclease VII, small subunit	253	ORF
423	b0423	yajK	440773	442221	+	483	1786625	putative oxidoreductase	254	ORF
424	b0424	thiJ	442275	442871	-	199	1786626	4-methyl-5(beta-hydroxyethyl)-thiazole monophosphate synthesis	255	ORF
425	b0425	apbA	442828	443739	-	304	1786627	involved in thiamin biosynthesis, alternative pyrimidine biosynthesis	255	ORF
426	b0426	yajQ	443889	444398	+	170	1786629	orf, hypothetical protein	256	ORF
427	b0427	yajR	444526	445896	-	457	1786630	putative transport protein	257	ORF
428	b0428	cyoE	446039	446929	-	297	1786631	protoheme IX farnesyltransferase (haeme O biosynthesis)	258	ORF
429	b0429	cyoD	446941	447270	-	110	1786632	cytochrome o ubiquinol oxidase subunit IV	258	ORF
430	b0430	cyoC	447270	447884	-	205	1786633	cytochrome o ubiquinol oxidase subunit III	258	ORF
431	b0431	cyoB	447874	449865	-	664	1786634	cytochrome o ubiquinol oxidase subunit I	258	ORF
432	b0432	cyoA	449887	450834	-	316	1786635	cytochrome o ubiquinol oxidase subunit II	258	ORF
433	b0433	ampG	451294	452769	-	492	1786636	regulates beta-lactamase synthesis	259	ORF
434	b0434	yajG	452813	453493	-	227	1786637	putative polymerase/proteinase	259	ORF
435	b0435	bolA	453663	454013	+	117	1786638	possible regulator of murein genes	260	ORF
436	b0436	tig	454357	455655	+	433	1786640	trigger factor; a molecular chaperone involved in cell division	261	ORF
437	b0437	clpP	455901	456524	+	208	1786641	ATP-dependent proteolytic subunit of clpA-clpP serine protease, heat shock protein F21.5	262	ORF
438	b0438	clpX	456650	457924	+	425	1786642	ATP-dependent specificity component of clpP serine protease, chaperone	262	ORF
439	b0439	lon	458112	460466	+	785	1786643	DNA-binding, ATP-dependent protease La; heat shock K-protein	263	ORF
440	b0440	hupB	460675	460947	+	91	1786644	DNA-binding protein HU-beta, NS1 (HU-1)	264	ORF
441	b0441	ybaU	461139	463010	+	624	1786645	putative protease maturation protein	265	ORF
442	b0442	ybaV	463161	463532	+	124	1786646	orf, hypothetical protein	266	ORF
443	b0443	ybaW	463626	464024	+	133	1786647	orf, hypothetical protein	267	ORF
444	b0444	ybaX	464076	464771	-	232	1786648	orf, hypothetical protein	268	ORF
445	b0445	ybaE	464836	466536	-	567	1786650	orf, hypothetical protein	269	ORF
446	b0446	cof	466624	467454	+	277	1786651	orf, hypothetical protein	270	ORF
447	b0447	ybaO	467520	468065	+	182	1786652	putative LRP-like transcriptional regulator	271	ORF
448	b0448	mdlA	468095	469867	+	591	1786653	ATP-binding component of a transport system	271	ORF
449	b0449	mdlB	469860	471641	+	594	1786654	putative ATP-binding component of a transport system	271	ORF
450	b0450	glnK	471822	472160	+	113	1786655	nitrogen regulatory protein P-II 2	272	ORF
451	b0451	amtB	472190	473476	+	429	1786656	probable ammonium transporter	272	ORF
452	b0452	tesB	473525	474385	-	287	1786657	acyl-CoA thioesterase II	273	ORF
453	b0453	ybaY	474603	475175	+	191	1786658	glycoprotein/polysaccharide metabolism	274	ORF
454	b0454	ybaZ	475206	475595	-	130	1786659	orf, hypothetical protein	275	ORF
455	b0455	ffs	475648	475785	+	0	0	 	0	RNA
456	b0456	ybaA	475896	476249	+	118	1786661	orf, hypothetical protein	276	ORF
457	b0457	ylaB	476291	477847	-	519	1786662	orf, hypothetical protein	277	ORF
458	b0458	ylaC	478005	478514	-	170	1786663	orf, hypothetical protein	278	ORF
459	b0459	ylaD	478591	479142	-	184	1786664	putative transferase	279	ORF
460	b0460	hha	479314	479532	-	73	1786665	haemolysin expression modulating protein	280	ORF
461	b0461	ybaJ	479558	479932	-	125	1786666	orf, hypothetical protein	280	ORF
462	b0462	acrB	480478	483627	-	1050	1786667	acridine efflux pump	281	ORF
463	b0463	acrA	483650	484843	-	398	1786668	acridine efflux pump	281	ORF
464	b0464	acrR	484985	485632	+	216	1786669	acrAB operon repressor	282	ORF
465	b0465	kefA	485760	489122	+	1121	1786670	Component of the MscS mechanosensitive channel	283	ORF
466	b0466	ybaM	489334	489495	-	54	1786672	orf, hypothetical protein	284	ORF
467	b0467	priC	489509	490036	-	176	1786673	primosomal replication protein N''	284	ORF
468	b0468	ybaN	490106	490483	+	126	1786674	putative gene 58	285	ORF
469	b0469	apt	490636	491187	+	184	1786675	adenine phosphoribosyltransferase	286	ORF
470	b0470	dnaX	491316	493247	+	644	1786676	DNA polymerase III, tau and gamma subunits; DNA elongation factor III	287	ORF
471	b0471	ybaB	493300	493629	+	110	1786677	orf, hypothetical protein	287	ORF
472	b0472	recR	493629	494234	+	202	1786678	recombination and repair	287	ORF
473	b0473	htpG	494344	496218	+	625	1786679	chaperone Hsp90, heat shock protein C 62.5	288	ORF
474	b0474	adk	496399	497043	+	215	1786680	adenylate kinase activity; pleiotropic effects on glycerol-3-phosphate acyltransferase activity	289	ORF
475	b0475	hemH	497279	498241	+	321	1786681	ferrochelatase: final enzyme of heme biosynthesis	290	ORF
476	b0476	ybaC	498238	499197	-	320	1786682	putative lipase (EC 3.1.1.-)	291	ORF
477	b0477	gsk	499349	500653	+	435	1786684	inosine-guanosine kinase	292	ORF
478	b0478	ybaL	500786	502462	-	559	1786685	putative transport protein	293	ORF
479	b0479	fsr	502700	503920	-	407	1786686	fosmidomycin resistance protein	294	ORF
480	b0480	ushA	504138	505790	+	551	1786687	UDP-sugar hydrolase (5'-nucleotidase)	295	ORF
481	b0481	ybaK	505827	506306	-	160	1786688	orf, hypothetical protein	296	ORF
482	b0482	ybaP	506510	507304	-	265	1786689	putative ligase	297	ORF
483	b0483	ybaQ	507388	507783	+	132	1786690	orf, hypothetical protein	298	ORF
484	b0484	copA	508099	510603	-	835	1786691	Cu(I)-translocating P-type ATPase	299	ORF
485	b0485	ybaS	510865	511797	+	311	1786693	putative glutaminase	300	ORF
486	b0486	ybaT	511800	513092	+	431	1786694	putative amino acid/amine transport protein	300	ORF
487	b0487	ybbI	513217	513624	+	136	1786695	putative transcriptional regulator	301	ORF
488	b0488	ybbJ	513625	514080	-	152	1786696	orf, hypothetical protein	302	ORF
489	b0489	ybbK	514080	514997	-	306	1786697	putative protease	302	ORF
490	b0490	ybbL	515143	515820	+	226	1786698	putative ATP-binding component of a transport system	303	ORF
491	b0491	ybbM	515780	516586	+	269	1786699	putative metal resistance protein	303	ORF
492	b0492	ybbN	516649	517539	-	297	1786700	putative thioredoxin-like protein	304	ORF
493	b0493	ybbO	517564	518373	-	270	1786701	putative oxidoreductase	304	ORF
494	b0494	tesA	518363	518989	-	209	1786702	acyl-CoA thioesterase I; also functions as protease I	304	ORF
495	b0495	ybbA	518957	519643	+	229	1786703	putative ATP-binding component of a transport system	305	ORF
496	b0496	ybbP	519640	522054	+	805	1786704	putative oxidoreductase	305	ORF
497	b0497	rhsD	522485	526765	+	1427	1786706	rhsD protein in rhs element	306	ORF
498	b0498	ybbC	526805	527173	+	123	1786707	orf, hypothetical protein	306	ORF
499	b0499	b0499	527173	527883	+	237	1786708	orf, hypothetical protein	306	ORF
500	b0500	ybbD	527864	528124	+	87	1786709	orf, hypothetical protein	306	ORF
501	b0501	b0501	528163	528354	+	64	1786710	orf, hypothetical protein	306	ORF
502	b0502	b0502	528869	529276	-	136	1786711	orf, hypothetical protein	307	ORF
503	b0503	ybbB	529356	530450	-	365	1786712	putative capsule anchoring protein	308	ORF
504	b0504	ybbS	530519	531445	-	309	1786713	putative transcriptional regulator LYSR-type	309	ORF
505	b0505	ybbT	531675	532157	+	161	1786714	orf, hypothetical protein	310	ORF
506	b0506	ybbU	532235	533050	+	272	1786715	putative regulator	311	ORF
507	b0507	gcl	533140	534921	+	594	1786717	glyoxylate carboligase	312	ORF
508	b0508	hyi	534934	535710	+	259	1786718	Hydroxpyruvate isomerase	312	ORF
509	b0509	ybbQ	535810	536688	+	293	1786719	putative oxidoreductase	313	ORF
510	b0510	ybbV	536720	536998	+	93	1786720	orf, hypothetical protein	313	ORF
511	b0511	ybbW	536998	538311	+	438	1786721	putative transport protein	313	ORF
512	b0512	ybbX	538371	539732	+	454	1786722	putative hydrolase	314	ORF
513	b0513	ybbY	539783	541090	+	436	1786723	putative transport	315	ORF
514	b0514	ybbZ	541112	542257	+	382	1786724	orf, hypothetical protein	315	ORF
515	b0515	ylbA	542485	543270	-	262	1786725	orf, hypothetical protein	316	ORF
516	b0516	ylbB	543281	544516	-	412	1786726	putative hydantoin utilization protein	316	ORF
517	b0517	ylbC	544538	545587	-	350	1786727	putative malate dehydrogenase (EC 1.1.1.37)	316	ORF
518	b0518	fdrA	545904	547571	+	556	1786729	involved in protein transport; multicopy suppressor of dominant negative ftsH mutants	317	ORF
519	b0519	ylbE	547838	548839	+	334	1786730	orf, hypothetical protein	318	ORF
520	b0520	ylbF	548850	549665	+	272	1786731	putative carboxylase	318	ORF
521	b0521	arcC	549662	550555	+	298	1786732	putative carbamate kinase (EC 2.7.2.2)	318	ORF
522	b0522	purK	550750	551817	-	356	1786733	phosphoribosylaminoimidazole carboxylase = AIR carboxylase, CO(2)-fixing subunit	319	ORF
523	b0523	purE	551814	552323	-	170	1786734	phosphoribosylaminoimidazole carboxylase = AIR carboxylase, catalytic subunit	319	ORF
524	b0524	ybbF	552441	553163	-	241	1786735	orf, hypothetical protein	320	ORF
525	b0525	ppiB	553166	553660	-	165	1786736	peptidyl-prolyl cis-trans isomerase B (rotamase B)	320	ORF
526	b0526	cysS	553834	555219	+	462	1786737	cysteine tRNA synthetase	321	ORF
527	b0527	ybcI	555255	555776	-	174	1786738	orf, hypothetical protein	322	ORF
528	b0528	ybcJ	555884	556117	-	78	1786740	orf, hypothetical protein	323	ORF
